,job_title,company,location,salary,posted,date_extracted
3734,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:49.788932
3735,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:49.791924
3736,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:49.792921
3737,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:49.792921
3738,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:49.793918
3739,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:49.793918
3740,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:49.794915
3741,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:49.794915
3742,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:49.795912
3743,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:49.795912
3744,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:49.796910
3745,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:49.796910
3746,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:49.797907
3747,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:49.797907
3748,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:49.798904
3749,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:49.799902
3750,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:49.799902
3751,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:49.799902
3752,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:49.800899
3753,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:49.800899
3754,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:49.801896
3755,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:49.801896
3756,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:49.803900
3757,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:49.804890
3758,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:49.805886
3759,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:49.805886
3760,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:49.806886
3761,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:49.807882
3762,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:49.807882
3763,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:49.808878
3764,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:49.809876
3765,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:49.809876
3766,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:49.810873
3767,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:49.810873
3768,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:49.811871
3769,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:49.811871
3770,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:49.812867
3771,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:49.812867
3772,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:49.813865
3773,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:49.813865
3774,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:49.814862
3775,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:49.814862
3776,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:49.815860
3777,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:49.816858
3778,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:49.816858
3779,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:49.817854
3780,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:49.817854
3781,Data Scientist,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:49.818852
3782,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:49.819849
3783,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:49.819849
3784,Senior Data Scientist,Humana,,,30+ days ago,2020-04-19 17:33:49.820850
3785,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:49.821847
3786,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:49.822840
3787,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:49.822840
3788,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:49.823838
3789,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:49.823838
3790,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:49.824835
3791,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:49.824835
3792,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:49.825833
3793,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:49.825833
3794,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:49.825833
3795,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:49.826830
3796,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:49.826830
3797,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:49.827828
3798,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:49.827828
3799,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:49.828825
3800,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:49.828825
3801,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:49.829822
3802,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:49.830819
3803,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:49.830819
3804,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:49.831817
3805,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:49.831817
3806,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:49.832814
3807,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:49.832814
3808,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:49.833811
3809,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:49.833811
3810,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:49.834809
3811,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:49.834809
3812,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:49.835807
3813,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:49.835807
3814,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:49.836804
3815,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:49.836804
3816,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:49.837801
3817,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:49.837801
3818,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:49.838798
3819,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:49.838798
3820,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:49.839795
3821,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:49.839795
3822,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:49.840792
3823,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:49.840792
3824,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:49.841790
3825,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:49.841790
3826,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:49.842787
3827,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:49.842787
3828,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:49.843784
3829,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:49.843784
3830,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:49.844782
3831,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:49.844782
3832,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:49.845779
3833,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:49.845779
3834,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:49.846776
3835,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:49.846776
3836,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:49.847774
3837,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:49.847774
3838,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:49.848771
3839,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:49.848771
3840,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:49.849768
3841,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:49.849768
3842,Data Scientist (all levels),IAMUS Consulting,"Linthicum Heights, MD 21090",,2 days ago,2020-04-19 17:33:49.850766
3843,Data Science Intern,Dolphin,"New York, NY 10014 (SoHo area)",$25 an hour,30+ days ago,2020-04-19 17:33:49.850766
3844,Data Entry Clerk,Liveops,"Mahopac, NY",,5 days ago,2020-04-19 17:33:49.851763
3845,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA 95014",,24 days ago,2020-04-19 17:33:49.851763
3846,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",,16 days ago,2020-04-19 17:33:49.852760
3847,Data Scientist,"Big Data Federation, Inc.","Santa Clara, CA 95050","$100,000 - $120,000 a year",17 days ago,2020-04-19 17:33:49.852760
3848,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",,30+ days ago,2020-04-19 17:33:49.853758
3849,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:49.853758
3850,Data Science Intern,Prospect 33,"New York, NY",,1 day ago,2020-04-19 17:33:49.853758
3851,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:49.854755
3852,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:49.854755
3853,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:49.855752
3854,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:49.855752
3855,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:49.856750
3856,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:49.857747
3857,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:49.857747
3858,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:49.858744
3859,Data Scientist,Seen by Indeed,,,23 days ago,2020-04-19 17:33:49.858744
3860,Senior Data Scientist (Remote-friendly),Noom Inc.,,,30+ days ago,2020-04-19 17:33:49.859742
3861,Data Scientist,Global Fishing Watch,,$45 - $65 an hour,16 days ago,2020-04-19 17:33:49.859742
3862,Data Scientist,ClearOne Advantage,,"$70,000 - $80,000 a year",27 days ago,2020-04-19 17:33:49.860739
3863,Data Scientist,Northrop Grumman,,,30+ days ago,2020-04-19 17:33:49.860739
3864,Data Scientist,Andor Health,"Orlando, FL 32811 (Eagles Nest area)",,Today,2020-04-19 17:33:49.861739
3865,Lead Data Scientist,CPNET,"Harrisburg, PA","$85,000 - $95,000 a year",16 days ago,2020-04-19 17:33:49.861739
3866,Data Scientist/Analytics Consultant,Deloitte,"Arlington, VA 22209 (North Rosslyn area)",,5 days ago,2020-04-19 17:33:49.862734
3867,Senior Data Scientist,Bowery Farming,"New York, NY 10011 (Flatiron District area)",,1 day ago,2020-04-19 17:33:49.862734
3868,Data Scientist I - Remote,HMS Health Management Systems,"Irving, TX",$50 an hour,17 days ago,2020-04-19 17:33:49.863731
3869,Jr. Data Scientist | Development Team,DarkOwl,"Denver, CO",,30+ days ago,2020-04-19 17:33:49.863731
3870,Data Scientist,Getronics,"Atlanta, GA",$50 - $55 an hour,19 days ago,2020-04-19 17:33:49.863731
3871,Junior Data Scientist | TS/SCI,Connect Talent Solutions,"Springfield, MA",,30+ days ago,2020-04-19 17:33:49.864728
3872,Data Scientist,West Creek Financial,"Washington, DC",,1 day ago,2020-04-19 17:33:49.864728
3873,Data Scientist,Source Enterprises,"New York, NY",,30+ days ago,2020-04-19 17:33:49.865726
3874,Data Scientist,Big Zeta,,"$100,000 a year",30+ days ago,2020-04-19 17:33:49.865726
3875,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:49.866723
3876,AI/ ML Engineer,Drift Net Securities,,"$100,000 - $250,000 a year",12 days ago,2020-04-19 17:33:49.866723
3877,,Triplebyte,,"$150,000 - $225,000 a year",16 days ago,2020-04-19 17:33:49.867720
3878,Sr. Data Scientist/Machine Learning Engineer,aikiu,,"$70,000 - $110,000 a year",30+ days ago,2020-04-19 17:33:49.868720
